,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID,Tournamets,Patch,Date
9,Karma,KaSing,SUPPORT,,0,3,9,3,34,0,0,0.8,11431,264,14.2%,,76,25,17,,,1.76,0.39,0.58,,8499,745,7266,488,196,8.7%,0.21,56.3%,,0,0,0,0,-287,-16,-319,0,,,,,,,,,,,,,,,,Vitality,WIN ,4002,EU LCS Summer 2016,6.13,2016-07-15
0,Gnar,Cabochard,TOP,,0,1,5,5,318,19,0,7.3,14240,325,20.2%,,26,2,4,,,0.59,0.09,0.05,,27857,21616,6241,0,637,27%,0.11,71.4%,,0,0,0,0,-523,-10,-194,0,,,,,,,,,,,,,,,,Vitality,LOSS,4003,EU LCS Summer 2016,6.13,2016-07-15
1,Olaf,Shook,JUNGLE,,0,3,4,1.3,140,75,13,3.2,11930,273,17%,,29,18,7,,,0.66,0.16,0.41,,9293,5534,915,2844,212,9%,0.09,57.1%,,0,0,0,0,-466,1,379,0,,,,,,,,,,,,,,,,Vitality,LOSS,4003,EU LCS Summer 2016,6.13,2016-07-15
2,Malzahar,Nukeduck,MID,,4,5,1,1,306,19,2,7,14432,330,20.5%,,19,1,0,,,0.43,0,0.02,,38500,3552,34948,0,880,37.3%,0.11,71.4%,,0,0,0,0,-8,-5,-198,0,,,,,,,,,,,,,,,,Vitality,LOSS,4003,EU LCS Summer 2016,6.13,2016-07-15
3,Sivir,Police,ADC,,3,3,2,1.7,485,26,2,11.1,18994,434,27%,,19,25,4,,,0.43,0.09,0.57,,25123,25039,0,84,574,24.3%,0.11,71.4%,,0,0,0,0,449,13,690,0,,,,,,,,,,,,,,,,Vitality,LOSS,4003,EU LCS Summer 2016,6.13,2016-07-15
4,Janna,KaSing,SUPPORT,,0,0,7,Perfect KDA,21,0,0,0.5,10754,246,15.3%,,89,17,26,,,2.03,0.59,0.39,,2489,99,2390,0,57,2.4%,0.16,100%,,0,0,0,0,170,2,-31,0,,,,,,,,,,,,,,,,Vitality,LOSS,4003,EU LCS Summer 2016,6.13,2016-07-15
5,Trundle,Vizicsacsi,TOP,,2,0,5,Perfect KDA,377,4,9,8.6,17474,399,21.7%,,30,12,7,,,0.69,0.16,0.27,,15606,11887,3719,0,357,20.8%,0.16,58.3%,2,0,0,0,0,523,10,194,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,4003,EU LCS Summer 2016,6.13,2016-07-15
6,Gragas,Move,JUNGLE,,2,2,6,4,178,69,40,4.1,15636,357,19.4%,,38,31,10,,,0.87,0.23,0.71,,10538,769,9719,50,241,14%,0.18,66.7%,,0,0,0,0,466,-1,-379,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,4003,EU LCS Summer 2016,6.13,2016-07-15
7,Vladimir,Exile,MID,,1,3,8,3,346,21,2,7.9,16115,368,20%,,16,5,4,,,0.37,0.09,0.11,,19453,1089,18364,0,445,25.9%,0.21,75%,,0,0,0,0,8,5,198,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,4003,EU LCS Summer 2016,6.13,2016-07-15
8,Ashe,Veritas,ADC,,7,1,1,8,385,32,10,8.8,19502,446,24.2%,,20,12,4,,,0.46,0.09,0.27,,24935,23199,1424,312,570,33.2%,0.18,66.7%,,1,0,0,0,-449,-13,-690,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,4003,EU LCS Summer 2016,6.13,2016-07-15
9,Karma,Hylissang,SUPPORT,,0,1,9,9,18,0,1,0.4,11740,268,14.6%,,55,14,13,,,1.26,0.3,0.32,,4502,450,4052,0,103,6%,0.21,75%,,0,0,0,0,-170,-2,31,0,,,,,,,,,,,,,,,,Unicorns Of Love,WIN ,4003,EU LCS Summer 2016,6.13,2016-07-15
0,Irelia,Kikis,TOP,,1,1,4,5,231,4,0,6.8,12528,370,20.1%,,15,4,3,,,0.44,0.09,0.12,,4846,3271,900,675,143,8.2%,0.15,100%,,0,0,0,0,-507,-8,-204,0,,,,,,,,,,,,,,,,Fnatic,WIN,4000,EU LCS Summer 2016,6.13,2016-07-14
1,Nidalee,Spirit,JUNGLE,,2,0,3,Perfect KDA,206,104,36,6.1,14154,419,22.7%,,22,27,6,,,0.65,0.18,0.8,,14446,412,14034,0,427,24.6%,0.15,100%,,0,0,0,0,810,11,1438,1,,,,,,,,,,,,,,,,Fnatic,WIN,4000,EU LCS Summer 2016,6.13,2016-07-14
2,Viktor,Febiven,MID,,1,0,3,Perfect KDA,308,17,0,9.1,13309,394,21.3%,,17,2,3,,,0.5,0.09,0.06,,19434,34,19400,0,575,33%,0.12,80%,,0,0,0,0,-50,-2,211,0,,,,,,,,,,,,,,,,Fnatic,WIN,4000,EU LCS Summer 2016,6.13,2016-07-14
3,Jhin,Rekkles,ADC,,1,1,4,5,291,9,2,8.6,13460,398,21.6%,,8,1,0,,,0.24,0,0.03,,19064,14344,4720,0,564,32.4%,0.15,100%,,0,0,0,0,-291,7,358,0,,,,,,,,,,,,,,,,Fnatic,WIN,4000,EU LCS Summer 2016,6.13,2016-07-14
4,Trundle,YellOwStaR,SUPPORT,,0,0,5,Perfect KDA,55,1,0,1.6,8921,264,14.3%,,47,20,10,,,1.39,0.3,0.59,,1035,497,538,0,31,1.8%,0.15,100%,,0,0,0,0,-168,0,-432,0,,,,,,,,,,,,,,,,Fnatic,WIN,4000,EU LCS Summer 2016,6.13,2016-07-14
5,Tahm Kench,Odoamne,TOP,,1,2,1,1,210,2,1,6.2,10427,308,19.9%,,15,3,1,,,0.44,0.03,0.09,,4475,627,3848,0,132,13.7%,0.06,100%,,0,0,0,0,507,8,204,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS ,4000,EU LCS Summer 2016,6.13,2016-07-14
6,Rek,Jankos,JUNGLE,,0,1,2,2,122,80,15,3.6,9652,285,18.4%,,41,16,13,,,1.21,0.38,0.47,,4313,1159,3154,0,128,13.2%,0.06,100%,,0,0,0,0,-810,-11,-1438,-1,,,,,,,,,,,,,,,,H2k-Gaming,LOSS ,4000,EU LCS Summer 2016,6.13,2016-07-14
7,Cassiopeia,Ryu,MID,,0,1,0,0,312,20,0,9.2,11789,349,22.5%,,16,6,4,,,0.47,0.12,0.18,,6143,111,5907,125,182,18.9%,0,0%,,0,0,0,0,50,2,-211,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS ,4000,EU LCS Summer 2016,6.13,2016-07-14
8,Caitlyn,Freeze,ADC,,1,0,1,Perfect KDA,300,17,2,8.9,12530,371,23.9%,,12,10,2,,,0.35,0.06,0.3,,13519,13058,383,78,400,41.5%,0.06,100%,,0,0,0,0,291,-7,-358,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS ,4000,EU LCS Summer 2016,6.13,2016-07-14
9,Braum,VandeR,SUPPORT,,0,1,2,2,58,0,0,1.7,8064,238,15.4%,,46,11,11,,,1.36,0.33,0.33,,4119,88,4031,0,122,12.6%,0.06,100%,,0,0,0,0,168,0,432,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS ,4000,EU LCS Summer 2016,6.13,2016-07-14
0,Rumble,Odoamne,TOP,,1,5,4,1,266,6,0,8.4,11235,353,23.2%,,13,1,1,,,0.41,0.03,0.03,,24002,626,23376,0,755,33.1%,0.16,83.3%,,0,0,0,0,-455,24,-122,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS,4001,EU LCS Summer 2016,6.13,2016-07-14
1,Rek,Jankos,JUNGLE,,2,2,2,2,96,59,4,3,9172,289,19%,,53,10,11,,,1.67,0.35,0.31,,7647,2756,3871,1020,241,10.5%,0.13,66.7%,,0,0,0,0,-616,-13,-701,0,,,,,,,,,,,,,,,,H2k-Gaming,LOSS,4001,EU LCS Summer 2016,6.13,2016-07-14
2,Taliyah,Ryu,MID,,1,6,1,0.3,253,9,0,8,10425,328,21.6%,,10,3,1,,,0.31,0.03,0.09,,14894,166,14728,0,469,20.5%,0.06,33.3%,,0,0,0,0,9,21,941,1,,,,,,,,,,,,,,,,H2k-Gaming,LOSS,4001,EU LCS Summer 2016,6.13,2016-07-14
3,Jhin,Freeze,ADC,,2,6,2,0.7,225,8,0,7.1,10102,318,20.9%,,8,0,2,,,0.25,0.06,0,,19338,17003,2335,0,608,26.6%,0.13,66.7%,1,0,0,0,0,-1044,6,-488,-1,,,,,,,,,,,,,,,,H2k-Gaming,LOSS,4001,EU LCS Summer 2016,6.13,2016-07-14
4,Karma,VandeR,SUPPORT,,0,4,3,0.8,30,1,1,0.9,7421,233,15.3%,,45,13,11,,,1.42,0.35,0.41,,6735,595,4970,1170,212,9.3%,0.09,50%,,0,0,0,0,-757,-18,-1214,-2,,,,,,,,,,,,,,,,H2k-Gaming,LOSS,4001,EU LCS Summer 2016,6.13,2016-07-14
5,Gnar,Kikis,TOP,,10,2,3,6.5,220,7,1,6.9,13842,436,21.2%,,13,2,2,,,0.41,0.06,0.06,,15407,13357,2050,0,485,22.2%,0.41,56.5%,2,0,0,0,0,455,-24,122,0,,,,,,,,,,,,,,,,Fnatic,WIN ,4001,EU LCS Summer 2016,6.13,2016-07-14
6,Olaf,Spirit,JUNGLE,,5,1,11,16,155,81,30,4.9,13287,418,20.3%,,16,15,3,,,0.5,0.09,0.47,,19029,13293,1160,4576,599,27.4%,0.5,69.6%,1,0,0,0,0,616,13,701,0,,,,,,,,,,,,,,,,Fnatic,WIN ,4001,EU LCS Summer 2016,6.13,2016-07-14
7,Azir,Febiven,MID,,5,2,11,8,272,9,16,8.6,14601,459,22.3%,,13,6,6,,,0.41,0.19,0.19,,21412,1429,19983,0,674,30.9%,0.5,69.6%,1,2,0,0,0,-9,-21,-941,-1,,,,,,,,,,,,,,,,Fnatic,WIN ,4001,EU LCS Summer 2016,6.13,2016-07-14
8,Sivir,Rekkles,ADC,,2,1,11,13,270,22,7,8.5,14144,445,21.6%,,9,7,0,,,0.28,0,0.22,,9643,9401,216,26,303,13.9%,0.41,56.5%,,0,0,0,0,1044,-6,488,1,,,,,,,,,,,,,,,,Fnatic,WIN ,4001,EU LCS Summer 2016,6.13,2016-07-14
9,Braum,YellOwStaR,SUPPORT,,1,0,11,Perfect KDA,55,0,2,1.7,9476,298,14.5%,,54,13,11,,,1.7,0.35,0.41,,3900,372,3528,0,123,5.6%,0.38,52.2%,,0,0,0,0,757,18,1214,2,,,,,,,,,,,,,,,,Fnatic,WIN ,4001,EU LCS Summer 2016,6.13,2016-07-14
0,Shen,sOAZ,TOP,,2,1,8,10,271,6,0,6.7,14287,351,20%,,19,4,5,,,0.47,0.12,0.1,,6755,2880,3875,0,166,7.9%,0.25,76.9%,,0,0,0,0,-762,-26,-1029,-1,,,,,,,,,,,,,,,,Origen,WIN,3998,EU LCS Summer 2016,6.13,2016-07-14
1,Olaf,Amazing,JUNGLE,,4,2,6,5,137,67,19,3.4,13358,328,18.7%,,34,14,4,,,0.84,0.1,0.34,,13702,9698,693,3311,337,15.9%,0.25,76.9%,,1,0,0,0,-368,-5,-1228,-1,,,,,,,,,,,,,,,,Origen,WIN,3998,EU LCS Summer 2016,6.13,2016-07-14
2,Azir,PowerOfEvil,MID,,3,1,5,8,375,32,3,9.2,16144,397,22.7%,,20,15,2,,,0.49,0.05,0.37,,31916,0,31916,0,784,37.1%,0.2,61.5%,,1,0,0,0,-387,-6,-318,-1,,,,,,,,,,,,,,,,Origen,WIN,3998,EU LCS Summer 2016,6.13,2016-07-14
3,Sivir,Toaster,ADC,,4,2,6,5,389,16,0,9.6,16846,414,23.6%,,16,3,4,,,0.39,0.1,0.07,,27943,27628,315,0,687,32.5%,0.25,76.9%,,1,0,0,0,-146,-14,-395,0,,,,,,,,,,,,,,,,Origen,WIN,3998,EU LCS Summer 2016,6.13,2016-07-14
4,Braum,Hybrid,SUPPORT,,0,3,11,3.7,50,0,0,1.2,10623,261,14.9%,,53,16,11,,,1.3,0.27,0.39,,5644,382,5262,0,139,6.6%,0.27,84.6%,,0,0,0,0,174,1,340,0,,,,,,,,,,,,,,,,Origen,WIN,3998,EU LCS Summer 2016,6.13,2016-07-14
5,Gnar,Steve,TOP,,1,2,6,3.5,352,9,8,8.7,16393,403,22%,,19,8,5,,,0.47,0.12,0.2,,20536,14977,5163,396,505,23.8%,0.17,77.8%,,0,0,0,0,762,26,1029,1,,,,,,,,,,,,,,,,FC Schalke 04,LOSS ,3998,EU LCS Summer 2016,6.13,2016-07-14
6,Elise,Gilius,JUNGLE,,4,5,3,1.4,167,89,34,4.1,15084,371,20.3%,,30,25,7,,,0.74,0.17,0.61,,16885,751,15907,227,415,19.6%,0.17,77.8%,,0,0,0,0,368,5,1228,1,,,,,,,,,,,,,,,,FC Schalke 04,LOSS ,3998,EU LCS Summer 2016,6.13,2016-07-14
7,Viktor,Fox,MID,,2,3,3,1.7,362,19,4,8.9,15884,390,21.3%,,11,6,4,,,0.27,0.1,0.15,,22757,54,22353,350,559,26.4%,0.12,55.6%,,0,0,0,0,387,6,318,1,,,,,,,,,,,,,,,,FC Schalke 04,LOSS ,3998,EU LCS Summer 2016,6.13,2016-07-14
8,Lucian,MrRalleZ,ADC,,2,2,5,3.5,366,10,2,9,16204,398,21.8%,,12,10,2,,,0.3,0.05,0.25,,23324,21469,1855,0,573,27%,0.17,77.8%,1,0,0,0,0,146,14,395,0,,,,,,,,,,,,,,,,FC Schalke 04,LOSS ,3998,EU LCS Summer 2016,6.13,2016-07-14
9,Trundle,Promisq,SUPPORT,,0,1,7,7,55,1,0,1.4,10901,268,14.6%,,68,20,16,,,1.67,0.39,0.49,,2767,985,1234,548,68,3.2%,0.17,77.8%,,0,0,0,0,-174,-1,-340,0,,,,,,,,,,,,,,,,FC Schalke 04,LOSS ,3998,EU LCS Summer 2016,6.13,2016-07-14
0,Jax,Steve,TOP,,1,5,4,1,338,14,8,8.4,16653,412,21.6%,,18,6,2,,,0.45,0.05,0.15,,16034,13037,2417,580,397,18.9%,0.12,41.7%,,0,0,0,0,509,6,-284,0,,,,,,,,,,,,,,,,FC Schalke 04,WIN,3999,EU LCS Summer 2016,6.13,2016-07-14
1,Elise,Gilius,JUNGLE,,0,0,9,Perfect KDA,161,93,24,4,14189,351,18.4%,,33,19,9,,,0.82,0.22,0.47,,16336,951,15275,110,404,19.3%,0.22,75%,,0,0,0,0,54,-2,154,1,,,,,,,,,,,,,,,,FC Schalke 04,WIN,3999,EU LCS Summer 2016,6.13,2016-07-14
2,Malzahar,Fox,MID,,3,1,5,8,380,32,4,9.4,17051,422,22.2%,,10,8,2,,,0.25,0.05,0.2,,22748,1405,21343,0,563,26.9%,0.2,66.7%,,0,0,0,0,299,14,627,1,,,,,,,,,,,,,,,,FC Schalke 04,WIN,3999,EU LCS Summer 2016,6.13,2016-07-14
3,Lucian,MrRalleZ,ADC,,8,0,3,Perfect KDA,352,7,11,8.7,18020,446,23.4%,,11,10,1,,,0.27,0.02,0.25,,25433,23073,2088,272,630,30%,0.27,91.7%,,2,1,0,0,-508,13,41,0,,,,,,,,,,,,,,,,FC Schalke 04,WIN,3999,EU LCS Summer 2016,6.13,2016-07-14
4,Trundle,Promisq,SUPPORT,,0,2,11,5.5,46,0,0,1.1,11042,273,14.3%,,66,19,17,,,1.63,0.42,0.47,,4121,1685,1796,640,102,4.9%,0.27,91.7%,,0,0,0,0,-111,2,184,0,,,,,,,,,,,,,,,,FC Schalke 04,WIN,3999,EU LCS Summer 2016,6.13,2016-07-14
5,Gnar,sOAZ,TOP,,2,2,3,2.5,289,15,1,7.2,13987,346,20.9%,,17,7,5,,,0.42,0.12,0.17,,13306,10223,2183,900,329,21.8%,0.12,62.5%,,0,0,0,0,-509,-6,284,0,,,,,,,,,,,,,,,,Origen,LOSS ,3999,EU LCS Summer 2016,6.13,2016-07-14
6,Rek,Amazing,JUNGLE,,0,2,4,2,152,69,16,3.8,11940,296,17.8%,,34,23,9,,,0.84,0.22,0.57,,11873,2799,8372,702,294,19.4%,0.1,50%,,0,0,0,0,-54,2,-154,-1,,,,,,,,,,,,,,,,Origen,LOSS ,3999,EU LCS Summer 2016,6.13,2016-07-14
7,Viktor,PowerOfEvil,MID,,3,4,0,0.8,327,28,2,8.1,14420,357,21.5%,,19,3,4,,,0.47,0.1,0.07,,16006,0,15446,560,396,26.2%,0.07,37.5%,,0,0,0,0,-299,-14,-627,-1,,,,,,,,,,,,,,,,Origen,LOSS ,3999,EU LCS Summer 2016,6.13,2016-07-14
8,Sivir,Toaster,ADC,,3,1,4,7,386,10,1,9.6,16875,418,25.2%,,17,7,5,,,0.42,0.12,0.17,,17088,16354,734,0,423,28%,0.17,87.5%,,0,0,0,0,508,-13,-41,0,,,,,,,,,,,,,,,,Origen,LOSS ,3999,EU LCS Summer 2016,6.13,2016-07-14
9,Braum,Hybrid,SUPPORT,,0,3,6,2,42,0,0,1,9720,241,14.5%,,59,13,13,,,1.46,0.32,0.32,,2831,424,2272,135,70,4.6%,0.15,75%,,0,0,0,0,111,-2,-184,0,,,,,,,,,,,,,,,,Origen,LOSS ,3999,EU LCS Summer 2016,6.13,2016-07-14
0,Gnar,Parang,TOP,,1,4,3,1,174,1,0,6,8777,304,20.1%,,14,5,4,,,0.48,0.14,0.17,,4638,3973,665,0,161,18.5%,0.14,66.7%,,0,0,0,0,-194,2,-470,0,,,,,,,,,,,,,,,,Roccat,LOSS,3996,EU LCS Summer 2016,6.13,2016-07-14
1,Elise,Memento,JUNGLE,,0,3,4,1.3,103,71,3,3.6,8163,283,18.7%,,34,12,11,,,1.18,0.38,0.42,,4078,358,3664,56,141,16.3%,0.14,66.7%,,0,0,0,0,-476,-10,-911,-1,,,,,,,,,,,,,,,,Roccat,LOSS,3996,EU LCS Summer 2016,6.13,2016-07-14
2,Azir,Betsy,MID,,1,5,2,0.6,246,23,0,8.5,9875,342,22.6%,,14,5,3,,,0.48,0.1,0.17,,7522,845,6677,0,260,30%,0.1,50%,,0,0,0,0,-1093,-25,-1728,-1,,,,,,,,,,,,,,,,Roccat,LOSS,3996,EU LCS Summer 2016,6.13,2016-07-14
3,Lucian,Steeelback,ADC,,4,1,1,5,250,9,0,8.7,10843,375,24.9%,,13,9,4,,,0.45,0.14,0.31,,6296,5765,459,72,218,25.1%,0.17,83.3%,1,1,0,0,0,828,44,1144,1,,,,,,,,,,,,,,,,Roccat,LOSS,3996,EU LCS Summer 2016,6.13,2016-07-14
4,Karma,Raise,SUPPORT,,0,2,4,2,11,0,0,0.4,5953,206,13.7%,,40,10,6,,,1.38,0.21,0.35,,2516,543,1973,0,87,10%,0.14,66.7%,,0,0,0,0,-959,-7,-556,0,,,,,,,,,,,,,,,,Roccat,LOSS,3996,EU LCS Summer 2016,6.13,2016-07-14
5,Kennen,Cabochard,TOP,,4,2,7,5.5,178,7,3,6.2,11984,415,20.9%,,15,3,4,,,0.52,0.14,0.1,,11169,882,10287,0,387,26.9%,0.38,73.3%,1,1,0,0,0,194,-2,470,0,,,,,,,,,,,,,,,,Vitality,WIN ,3996,EU LCS Summer 2016,6.13,2016-07-14
6,Rek,Shook,JUNGLE,,1,2,6,3.5,123,85,21,4.3,10881,377,18.9%,,26,12,4,,,0.9,0.14,0.42,,4222,1672,2078,472,146,10.2%,0.24,46.7%,,0,0,0,0,476,10,911,1,,,,,,,,,,,,,,,,Vitality,WIN ,3996,EU LCS Summer 2016,6.13,2016-07-14
7,Ryze,Nukeduck,MID,,2,1,6,8,271,14,7,9.4,12571,435,21.9%,,12,2,5,,,0.42,0.17,0.07,,8372,362,8010,0,290,20.2%,0.28,53.3%,1,0,0,0,0,1093,25,1728,1,,,,,,,,,,,,,,,,Vitality,WIN ,3996,EU LCS Summer 2016,6.13,2016-07-14
8,Jhin,Police,ADC,,4,1,9,13,219,4,5,7.6,12470,432,21.7%,,9,3,0,,,0.31,0,0.1,,14486,12392,2094,0,502,34.9%,0.45,86.7%,,0,0,0,0,-828,-44,-1144,-1,,,,,,,,,,,,,,,,Vitality,WIN ,3996,EU LCS Summer 2016,6.13,2016-07-14
9,Morgana,KaSing,SUPPORT,,4,0,8,Perfect KDA,28,0,2,1,9558,331,16.6%,,42,19,14,,,1.45,0.48,0.66,,3221,490,2539,192,112,7.8%,0.42,80%,,0,0,0,0,959,7,556,0,,,,,,,,,,,,,,,,Vitality,WIN ,3996,EU LCS Summer 2016,6.13,2016-07-14
0,Irelia,Cabochard,TOP,,3,5,9,2.4,306,9,1,7.2,16239,382,20.9%,,19,2,4,,,0.45,0.09,0.05,,13784,10119,1370,2295,324,14.7%,0.28,66.7%,,0,0,0,0,72,13,149,0,,,,,,,,,,,,,,,,Vitality,WIN,3997,EU LCS Summer 2016,6.13,2016-07-14
1,Gragas,Shook,JUNGLE,,3,4,7,2.5,129,100,8,3,13915,327,17.9%,,26,8,5,,,0.61,0.12,0.19,,11769,583,10361,825,277,12.6%,0.24,55.6%,,0,0,0,0,-786,-6,-946,-1,,,,,,,,,,,,,,,,Vitality,WIN,3997,EU LCS Summer 2016,6.13,2016-07-14
2,Ryze,Nukeduck,MID,,3,5,3,1.2,322,8,2,7.6,15332,361,19.7%,,17,4,5,,,0.4,0.12,0.09,,20446,787,19419,240,481,21.9%,0.14,33.3%,,0,0,0,0,-160,17,326,0,,,,,,,,,,,,,,,,Vitality,WIN,3997,EU LCS Summer 2016,6.13,2016-07-14
3,Jhin,Police,ADC,,9,1,8,17,394,15,1,9.3,19688,463,25.3%,,20,17,5,,,0.47,0.12,0.4,,35701,30203,5198,300,840,38.2%,0.4,94.4%,1,1,0,0,0,-1639,-34,-926,-1,,,,,,,,,,,,,,,,Vitality,WIN,3997,EU LCS Summer 2016,6.13,2016-07-14
4,Morgana,KaSing,SUPPORT,,0,3,16,5.3,38,0,3,0.9,12604,297,16.2%,,89,26,24,,,2.09,0.56,0.61,,11800,666,9042,2092,278,12.6%,0.38,88.9%,,0,0,0,0,-403,-12,103,0,,,,,,,,,,,,,,,,Vitality,WIN,3997,EU LCS Summer 2016,6.13,2016-07-14
5,Trundle,Parang,TOP,,4,4,6,2.5,243,16,5,5.7,15091,355,19.4%,,25,14,9,,,0.59,0.21,0.33,,12253,9392,2861,0,288,15.9%,0.24,55.6%,,0,0,0,0,-72,-13,-149,0,,,,,,,,,,,,,,,,Roccat,LOSS ,3997,EU LCS Summer 2016,6.13,2016-07-14
6,Elise,Memento,JUNGLE,,3,5,7,2,160,63,37,3.8,14598,343,18.8%,,32,25,11,,,0.75,0.26,0.59,,11301,1206,10047,48,266,14.7%,0.24,55.6%,,0,0,0,0,786,6,946,1,,,,,,,,,,,,,,,,Roccat,LOSS ,3997,EU LCS Summer 2016,6.13,2016-07-14
7,Vladimir,Betsy,MID,,2,5,8,2,349,20,7,8.2,16262,383,20.9%,,21,8,5,,,0.49,0.12,0.19,,18524,456,18068,0,436,24.1%,0.24,55.6%,1,0,0,0,0,160,-17,-326,0,,,,,,,,,,,,,,,,Roccat,LOSS ,3997,EU LCS Summer 2016,6.13,2016-07-14
8,Lucian,Steeelback,ADC,,9,0,7,Perfect KDA,444,15,11,10.4,20227,476,26%,,20,19,6,,,0.47,0.14,0.45,,31299,28846,2357,96,736,40.7%,0.38,88.9%,1,2,0,0,0,1639,34,926,1,,,,,,,,,,,,,,,,Roccat,LOSS ,3997,EU LCS Summer 2016,6.13,2016-07-14
9,Braum,Raise,SUPPORT,,0,4,14,3.5,62,0,0,1.5,11582,273,14.9%,,65,13,14,,,1.53,0.33,0.31,,3616,580,3036,0,85,4.7%,0.33,77.8%,,0,0,0,0,403,12,-103,0,,,,,,,,,,,,,,,,Roccat,LOSS ,3997,EU LCS Summer 2016,6.13,2016-07-14
0,Rumble,Expect,TOP,,2,4,6,2,328,13,3,7.5,14744,337,19.3%,,22,3,1,,,0.5,0.02,0.07,,24442,410,23932,100,559,21.5%,0.18,61.5%,,0,0,0,0,-696,3,-17,0,,,,,,,,,,,,,,,,G2 Esports,LOSS,3994,EU LCS Summer 2016,6.13,2016-07-14
1,Olaf,Trick,JUNGLE,,4,6,5,1.5,187,109,4,4.3,14543,333,19.1%,,40,15,6,,,0.91,0.14,0.34,,18443,8982,2108,7353,422,16.3%,0.21,69.2%,,0,0,0,0,-412,3,303,0,,,,,,,,,,,,,,,,G2 Esports,LOSS,3994,EU LCS Summer 2016,6.13,2016-07-14
2,Gangplank,Perkz,MID,,3,1,10,13,423,23,1,9.7,19945,456,26.2%,,13,2,4,,,0.3,0.09,0.05,,31031,19454,9128,2449,710,27.4%,0.3,100%,,0,0,0,0,305,3,-316,-1,,,,,,,,,,,,,,,,G2 Esports,LOSS,3994,EU LCS Summer 2016,6.13,2016-07-14
3,Jhin,Zven,ADC,,4,6,6,1.7,347,12,0,7.9,15726,360,20.6%,,12,8,1,,,0.27,0.02,0.18,,32233,27503,4730,0,737,28.4%,0.23,76.9%,,0,0,0,0,-396,-15,-343,0,,,,,,,,,,,,,,,,G2 Esports,LOSS,3994,EU LCS Summer 2016,6.13,2016-07-14
4,Trundle,Mithy,SUPPORT,,0,2,8,4,88,0,0,2,11292,258,14.8%,,61,26,18,,,1.39,0.41,0.59,,7305,1747,3798,1760,167,6.4%,0.18,61.5%,,0,0,0,0,-708,2,-321,-1,,,,,,,,,,,,,,,,G2 Esports,LOSS,3994,EU LCS Summer 2016,6.13,2016-07-14
5,Shen,Wunder,TOP,,6,3,12,6,356,0,2,8.1,18231,417,21.1%,,23,2,3,,,0.53,0.07,0.05,,21565,8185,13149,231,493,19.3%,0.41,94.7%,,0,0,0,0,696,-3,17,0,,,,,,,,,,,,,,,,Splyce,WIN ,3994,EU LCS Summer 2016,6.13,2016-07-14
6,Rek,Kold,JUNGLE,,2,0,15,Perfect KDA,188,101,35,4.3,16430,376,19%,,37,28,3,,,0.85,0.07,0.64,,17940,7787,8363,1790,410,16%,0.39,89.5%,,0,0,0,0,412,-3,-303,0,,,,,,,,,,,,,,,,Splyce,WIN ,3994,EU LCS Summer 2016,6.13,2016-07-14
7,Malzahar,Sencux,MID,,5,2,7,6,403,23,7,9.2,19233,440,22.3%,,26,3,4,,,0.59,0.09,0.07,,33594,1594,31763,237,768,30%,0.27,63.2%,,1,0,0,0,-305,-3,316,1,,,,,,,,,,,,,,,,Splyce,WIN ,3994,EU LCS Summer 2016,6.13,2016-07-14
8,Caitlyn,Kobbe,ADC,,5,4,9,3.5,421,20,5,9.6,19461,445,22.5%,,15,16,0,,,0.34,0,0.37,,29379,25086,1436,2857,672,26.2%,0.32,73.7%,,1,1,0,0,396,15,343,0,,,,,,,,,,,,,,,,Splyce,WIN ,3994,EU LCS Summer 2016,6.13,2016-07-14
9,Braum,Mikyx,SUPPORT,,1,4,14,3.8,84,0,0,1.9,13053,298,15.1%,,51,11,11,,,1.17,0.25,0.25,,9493,706,8787,0,217,8.5%,0.34,78.9%,,0,0,0,0,708,-2,321,1,,,,,,,,,,,,,,,,Splyce,WIN ,3994,EU LCS Summer 2016,6.13,2016-07-14
