,hero,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,TEAM,WIN_LOSE,game_ID
1,Sejuani,Broxah,JUNGLE,,0,0,0,Perfect KDA,86,44,3,4.1,5657,271,18.4%,,13,2,2,,,0.62,0.1,0.1,,2728,2058,556,114,131,13.5%,0,0%,,0,0,0,0,-53,0,-203,-1,,,,,,,,,,,,,,,,Fnatic,LOSS,9016
2,Syndra,Caps,MID,,0,2,0,0,206,14,4,9.9,7195,345,23.4%,,10,3,3,,,0.48,0.14,0.14,,3886,585,3301,0,186,19.2%,0,0%,,0,0,0,0,-100,3,-204,0,,,,,,,,,,,,,,,,Fnatic,LOSS,9016
3,Tristana,Rekkles,ADC,,0,0,0,Perfect KDA,197,0,0,9.4,6861,329,22.3%,,7,1,0,,,0.34,0,0.05,,4668,3705,963,0,224,23%,0,0%,,0,0,0,0,-697,-16,-403,-1,,,,,,,,,,,,,,,,Fnatic,LOSS,9016
4,Rakan,Jesiz,SUPPORT,,0,1,0,0,1,0,0,0,4700,225,15.3%,,13,1,3,,,0.62,0.14,0.05,,1294,148,1146,0,62,6.4%,0,0%,,0,0,0,0,-856,-27,-210,0,,,,,,,,,,,,,,,,Fnatic,LOSS,9016
5,Nasus,Khan,TOP,,2,0,0,Perfect KDA,205,0,1,9.8,9374,449,22.8%,,15,3,6,,,0.72,0.29,0.14,,8778,6578,2200,0,421,29.1%,0.1,40%,1,0,0,0,0,509,11,441,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,9016
6,Gragas,Cuzz,JUNGLE,,1,0,3,Perfect KDA,85,43,15,4.1,7059,338,17.2%,,16,5,3,,,0.77,0.14,0.24,,4523,619,3904,0,217,15%,0.19,80%,,0,0,0,0,53,0,203,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,9016
7,Galio,Bdd,MID,,0,0,4,Perfect KDA,203,2,0,9.7,8432,404,20.5%,,12,0,3,,,0.58,0.14,0,,6293,0,6293,0,302,20.9%,0.19,80%,,0,0,0,0,100,-3,204,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,9016
8,Varus,PraY,ADC,,2,0,2,Perfect KDA,206,2,0,9.9,9195,441,22.4%,,10,1,2,,,0.48,0.1,0.05,,9947,7061,2886,0,477,33%,0.19,80%,,0,0,0,0,697,16,403,1,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,9016
9,Janna,GorillA,SUPPORT,,0,0,4,Perfect KDA,34,0,0,1.6,6973,334,17%,,14,2,3,,,0.67,0.14,0.1,,633,117,516,0,30,2.1%,0.19,80%,,0,0,0,0,856,27,210,0,,,,,,,,,,,,,,,,Longzhu Gaming,WIN ,9016
0,Cho,Archie,TOP,,1,3,3,1.3,315,3,0,7.9,13333,335,19.5%,,11,5,6,,,0.28,0.15,0.13,,13086,1452,9759,1875,328,18.2%,0.1,66.7%,,0,0,0,0,-56,-7,-156,0,,,,,,,,,,,,,,,,GIGABYTE Marines,LOSS,9015
1,Kayn,Levi,JUNGLE,,2,1,4,6,277,97,25,7,13334,335,19.5%,,33,20,8,,,0.83,0.2,0.5,,15959,15517,0,442,400,22.1%,0.15,100%,,0,0,0,0,703,31,830,1,,,,,,,,,,,,,,,,GIGABYTE Marines,LOSS,9015
2,Ryze,Optimus,MID,,2,1,0,2,415,2,1,10.4,15999,401,23.4%,,28,16,9,,,0.7,0.23,0.4,,18277,332,17564,381,459,25.4%,0.05,33.3%,,0,0,0,0,309,-5,-518,-1,,,,,,,,,,,,,,,,GIGABYTE Marines,LOSS,9015
3,Kog,Noway,ADC,,1,2,4,2.5,362,9,0,9.1,14333,360,21%,,14,8,4,,,0.35,0.1,0.2,,20608,7346,12475,787,517,28.6%,0.13,83.3%,,0,0,0,0,-1353,-36,-1063,-1,,,,,,,,,,,,,,,,GIGABYTE Marines,LOSS,9015
4,Lulu,Nevan,SUPPORT,,0,4,5,1.3,16,1,0,0.4,11317,284,16.6%,,42,8,8,,,1.05,0.2,0.2,,4129,462,2062,1605,104,5.7%,0.13,83.3%,,0,0,0,0,-479,3,-1012,-1,,,,,,,,,,,,,,,,GIGABYTE Marines,LOSS,9015
5,Shen,Flame,TOP,,2,1,6,8,367,12,7,9.2,16582,416,20.8%,,22,4,5,,,0.55,0.13,0.1,,16515,9867,6414,234,414,18.7%,0.2,72.7%,,0,0,0,0,56,7,156,0,,,,,,,,,,,,,,,,Immortals,WIN ,9015
6,Gragas,Xmithie,JUNGLE,,2,1,6,8,132,64,11,3.3,13184,331,16.5%,,35,8,15,,,0.88,0.38,0.2,,10533,1049,8414,1070,264,11.9%,0.2,72.7%,,0,0,0,0,-703,-31,-830,-1,,,,,,,,,,,,,,,,Immortals,WIN ,9015
7,Syndra,Pobelter,MID,,1,2,6,3.5,343,10,8,8.6,15860,398,19.9%,,18,11,5,,,0.45,0.13,0.28,,29496,826,27161,1509,740,33.4%,0.18,63.6%,,0,0,0,0,-309,5,518,1,,,,,,,,,,,,,,,,Immortals,WIN ,9015
8,Xayah,Cody Sun,ADC,,4,1,6,10,437,16,8,11,19946,501,25%,,13,13,2,,,0.33,0.05,0.33,,25555,20348,3297,1910,641,28.9%,0.25,90.9%,,0,0,0,0,1353,36,1063,1,,,,,,,,,,,,,,,,Immortals,WIN ,9015
9,Rakan,Olleh,SUPPORT,,2,1,7,9,32,2,0,0.8,14315,359,17.9%,,48,22,17,,,1.2,0.43,0.55,,6282,859,3639,1784,158,7.1%,0.23,81.8%,,0,0,0,0,479,-3,1012,1,,,,,,,,,,,,,,,,Immortals,WIN ,9015
0,Shen,Alphari,TOP,,1,2,11,6,329,16,0,7.3,15104,333,18.7%,,27,6,4,,,0.6,0.09,0.13,,13651,5567,8029,55,301,11.7%,0.26,70.6%,,0,0,0,0,-1597,-25,-1133,-1,,,,,,,,,,,,,,,,Misfits,WIN,9014
1,Gragas,Maxlore,JUNGLE,,3,2,10,6.5,151,72,12,3.3,14087,311,17.4%,,40,17,11,,,0.88,0.24,0.38,,13251,1909,10960,382,293,11.4%,0.29,76.5%,,0,0,0,0,566,7,21,0,,,,,,,,,,,,,,,,Misfits,WIN,9014
2,LeBlanc,PowerOfEvil,MID,,5,2,8,6.5,302,14,2,6.7,16075,355,19.9%,,9,19,4,,,0.2,0.09,0.42,,32167,3805,26041,2321,710,27.6%,0.29,76.5%,1,1,0,0,0,-1,-34,-597,-1,,,,,,,,,,,,,,,,Misfits,WIN,9014
3,Xayah,Hans sama,ADC,,8,0,6,Perfect KDA,475,7,18,10.5,21216,468,26.2%,,18,12,7,,,0.4,0.15,0.26,,54814,50760,3018,1036,1210,47%,0.31,82.4%,,1,0,0,0,584,20,1034,1,,,,,,,,,,,,,,,,Misfits,WIN,9014
4,Janna,IgNar,SUPPORT,,0,1,13,13,24,0,0,0.5,14424,318,17.8%,,62,14,21,,,1.37,0.46,0.31,,2709,344,2355,10,60,2.3%,0.29,76.5%,,0,0,0,0,1022,-4,1676,2,,,,,,,,,,,,,,,,Misfits,WIN,9014
5,Renekton,Hauntzer,TOP,,3,4,3,1.5,384,0,5,8.5,18049,398,23.9%,,25,7,2,,,0.55,0.04,0.15,,24927,21810,3117,0,550,28.4%,0.13,85.7%,,0,0,0,0,1597,25,1133,1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9014
6,Sejuani,Svenskeren,JUNGLE,,0,3,3,1,126,71,1,2.8,12652,279,16.7%,,37,17,8,,,0.82,0.18,0.38,,6669,3360,3261,48,147,7.6%,0.07,42.9%,,0,0,0,0,-566,-7,-21,0,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9014
7,Syndra,Bjergsen,MID,,1,3,4,1.7,366,3,0,8.1,15689,346,20.7%,,19,3,9,,,0.42,0.2,0.07,,24230,285,22875,1070,535,27.6%,0.11,71.4%,,0,0,0,0,1,34,597,1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9014
8,Kog,Doublelift,ADC,,2,5,1,0.6,346,11,1,7.6,16583,366,21.9%,,21,19,6,,,0.46,0.13,0.42,,22685,7882,11370,3433,501,25.8%,0.07,42.9%,,0,0,0,0,-584,-20,-1034,-1,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9014
9,Nami,Biofrost,SUPPORT,,1,2,6,3.5,22,0,0,0.5,12640,279,16.7%,,53,16,12,,,1.17,0.26,0.35,,9281,1183,7514,584,205,10.6%,0.15,100%,,0,0,0,0,-1022,4,-1676,-2,,,,,,,,,,,,,,,,Team SoloMid,LOSS ,9014
0,Rumble,957,TOP,,5,1,5,10,262,12,5,8.1,13048,403,20.1%,,18,4,5,,,0.56,0.15,0.12,,24009,630,23379,0,741,28.7%,0.31,71.4%,1,1,0,0,0,475,21,848,0,,,,,,,,,,,,,,,,Team WE,WIN,9013
1,Gragas,Condi,JUNGLE,,2,2,6,4,132,64,19,4.1,11214,346,17.3%,,31,12,9,,,0.96,0.28,0.37,,9422,1103,8169,150,291,11.3%,0.25,57.1%,,0,0,0,0,-246,-15,-622,-1,,,,,,,,,,,,,,,,Team WE,WIN,9013
2,Galio,xiye,MID,,1,1,9,10,293,3,6,9,13007,401,20%,,9,8,3,,,0.28,0.09,0.25,,14473,107,14366,0,446,17.3%,0.31,71.4%,,0,0,0,0,362,3,371,1,,,,,,,,,,,,,,,,Team WE,WIN,9013
3,Twitch,Mystic,ADC,,6,3,6,4,312,12,0,9.6,15339,473,23.6%,,14,11,2,,,0.43,0.06,0.34,,32614,25766,3064,3784,1006,39%,0.37,85.7%,,2,0,0,0,667,0,-236,0,,,,,,,,,,,,,,,,Team WE,WIN,9013
4,Janna,Ben,SUPPORT,,0,1,12,12,52,0,0,1.6,12359,381,19%,,42,17,12,,,1.3,0.37,0.52,,3003,864,2139,0,93,3.6%,0.37,85.7%,,0,0,0,0,1433,21,375,1,,,,,,,,,,,,,,,,Team WE,WIN,9013
5,Shen,MMD,TOP,,2,3,6,2.7,236,3,0,7.3,10673,329,20.5%,,13,4,4,,,0.4,0.12,0.12,,8892,5702,3125,65,274,17.1%,0.25,100%,,0,0,0,0,-475,-21,-848,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS ,9013
6,Jarvan IV,Karsa,JUNGLE,,2,4,4,1.5,129,59,5,4,9603,296,18.4%,,30,11,7,,,0.93,0.22,0.34,,6885,5429,1171,285,212,13.2%,0.19,75%,,0,0,0,0,246,15,622,1,,,,,,,,,,,,,,,,Flash Wolves,LOSS ,9013
7,Vladimir,Maple,MID,,1,1,5,6,306,5,0,9.4,11337,350,21.7%,,15,3,6,,,0.46,0.19,0.09,,20050,1131,18585,334,619,38.5%,0.19,75%,,0,0,0,0,-362,-3,-371,-1,,,,,,,,,,,,,,,,Flash Wolves,LOSS ,9013
8,Tristana,Betty,ADC,,3,3,4,2.3,291,20,0,9,12252,378,23.5%,,13,18,4,,,0.4,0.12,0.56,,14027,10280,3281,466,433,26.9%,0.22,87.5%,,0,0,0,0,-667,0,236,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS ,9013
9,Taric,SwordArt,SUPPORT,,0,3,8,2.7,4,0,0,0.1,8305,256,15.9%,,36,4,12,,,1.11,0.37,0.12,,2266,458,1808,0,70,4.3%,0.25,100%,,0,0,0,0,-1433,-21,-375,-1,,,,,,,,,,,,,,,,Flash Wolves,LOSS ,9013
0,Shen,Impact,TOP,,3,2,7,5,315,4,2,8.2,15688,408,19.8%,,20,8,3,,,0.52,0.08,0.21,,12977,8009,4858,110,337,14.2%,0.26,83.3%,,0,0,0,0,1097,22,696,0,,,,,,,,,,,,,,,,Cloud 9,WIN,9012
1,Graves,Contractz,JUNGLE,,1,1,7,8,216,66,24,5.6,15109,393,19%,,31,12,7,,,0.81,0.18,0.31,,19460,16341,1860,1259,506,21.3%,0.21,66.7%,,0,0,0,0,296,5,510,0,,,,,,,,,,,,,,,,Cloud 9,WIN,9012
2,Syndra,Jensen,MID,,6,2,4,5,394,7,16,10.2,18325,476,23.1%,,14,8,5,,,0.36,0.13,0.21,,28271,530,26392,1349,735,30.9%,0.26,83.3%,,0,1,0,0,397,2,105,0,,,,,,,,,,,,,,,,Cloud 9,WIN,9012
3,Xayah,Sneaky,ADC,,2,1,7,9,351,11,2,9.1,17007,442,21.4%,,15,16,4,,,0.39,0.1,0.42,,27556,23359,2799,1398,716,30.1%,0.23,75%,,0,0,0,0,51,6,598,1,,,,,,,,,,,,,,,,Cloud 9,WIN,9012
4,Lulu,Smoothie,SUPPORT,,0,1,10,10,37,0,0,1,13261,345,16.7%,,48,9,15,,,1.25,0.39,0.23,,3241,667,1716,858,84,3.5%,0.26,83.3%,,0,0,0,0,273,-3,-14,0,,,,,,,,,,,,,,,,Cloud 9,WIN,9012
5,Cho,Mouse,TOP,,3,2,3,3,263,1,2,6.8,12458,324,19.8%,,21,3,10,,,0.55,0.26,0.08,,11581,1050,7507,3024,301,21.1%,0.16,85.7%,,0,0,0,0,-1097,-22,-696,0,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,9012
6,Jarvan IV,ClearLove,JUNGLE,,1,3,4,1.7,157,64,5,4.1,10686,278,17%,,36,13,18,,,0.94,0.47,0.34,,4553,3239,1254,60,118,8.3%,0.13,71.4%,,0,0,0,0,-296,-5,-510,0,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,9012
7,Lucian,Scout,MID,,1,4,2,0.8,345,12,5,9,13880,361,22.1%,,13,7,6,,,0.34,0.16,0.18,,20362,18229,2133,0,529,37%,0.08,42.9%,,0,0,0,0,-397,-2,-105,0,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,9012
8,Varus,iBOY,ADC,,2,1,4,6,387,15,0,10.1,15526,404,24.7%,,15,7,3,,,0.39,0.08,0.18,,15574,8924,6560,90,405,28.3%,0.16,85.7%,,0,0,0,0,-51,-6,-598,-1,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,9012
9,Rakan,meiko,SUPPORT,,0,2,5,2.5,48,1,0,1.2,10364,269,16.5%,,49,21,20,,,1.27,0.52,0.55,,2941,438,2503,0,76,5.3%,0.13,71.4%,,0,0,0,0,-273,3,14,0,,,,,,,,,,,,,,,,Edward Gaming,LOSS ,9012
0,Cho,Huni,TOP,,2,1,5,7,352,10,5,8.9,15432,392,20.9%,,5,10,1,,,0.13,0.03,0.25,,20211,3373,12949,3889,513,28%,0.18,77.8%,,0,0,0,0,825,17,769,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN,9011
1,Sejuani,Peanut,JUNGLE,,1,2,7,4,146,76,7,3.7,12583,320,17.1%,,34,20,8,,,0.86,0.2,0.51,,8181,4255,3626,300,208,11.3%,0.2,88.9%,,0,0,0,0,-433,-21,-499,-1,,,,,,,,,,,,,,,,SK Telecom T1,WIN,9011
2,Fizz,Faker,MID,,3,0,5,Perfect KDA,331,4,3,8.4,15257,388,20.7%,,20,12,2,,,0.51,0.05,0.3,,17720,2362,14492,866,450,24.6%,0.2,88.9%,,0,0,0,0,-417,-5,431,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN,9011
3,Twitch,Bang,ADC,,3,0,3,Perfect KDA,423,16,2,10.7,17898,455,24.3%,,18,9,3,,,0.46,0.08,0.23,,22822,15605,2552,4665,580,31.7%,0.15,66.7%,,0,1,0,0,90,15,171,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN,9011
4,Lulu,Wolf,SUPPORT,,0,2,6,3,53,0,0,1.3,12621,321,17.1%,,50,11,12,,,1.27,0.3,0.28,,3163,641,1969,553,80,4.4%,0.15,66.7%,,0,0,0,0,-55,14,-315,0,,,,,,,,,,,,,,,,SK Telecom T1,WIN,9011
5,Maokai,Ziv,TOP,,0,3,3,1,242,0,0,6.1,11800,300,18.1%,,20,4,2,,,0.51,0.05,0.1,,16259,1609,14650,0,413,23%,0.08,60%,,0,0,0,0,-825,-17,-769,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9011
6,Gragas,Mountain,JUNGLE,,2,2,2,2,166,78,9,4.2,11796,300,18.1%,,27,14,7,,,0.69,0.18,0.36,,6310,517,5649,144,160,8.9%,0.1,80%,,0,0,0,0,433,21,499,1,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9011
7,Syndra,Chawy,MID,,2,1,2,4,323,14,3,8.2,14316,364,21.9%,,11,16,5,,,0.28,0.13,0.41,,18699,1208,17491,0,475,26.4%,0.1,80%,,0,0,0,0,417,5,-431,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9011
8,Xayah,Anex,ADC,,1,2,3,2,387,31,1,9.8,15858,403,24.3%,,18,8,4,,,0.46,0.1,0.2,,26893,24508,2313,72,683,38%,0.1,80%,,0,0,0,0,-90,-15,-171,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9011
9,Janna,Albis,SUPPORT,,0,1,4,4,19,0,0,0.5,11471,291,17.6%,,52,15,15,,,1.32,0.38,0.38,,2544,410,1598,536,65,3.6%,0.1,80%,,0,0,0,0,55,-14,315,0,,,,,,,,,,,,,,,,ahq e-Sports Club,LOSS ,9011
0,Maokai,CuVee,TOP,,0,3,0,0,260,0,0,9.4,9308,338,20.8%,,15,5,4,,,0.54,0.15,0.18,,5700,1338,4362,0,207,35.6%,0,0%,,0,0,0,0,-183,12,0,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,9010
1,Sejuani,Ambition,JUNGLE,,0,2,0,0,166,75,0,6,8440,306,18.9%,,23,8,5,,,0.83,0.18,0.29,,2555,1436,1105,14,93,15.9%,0,0%,,0,0,0,0,-593,26,254,1,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,9010
2,Ryze,Crown,MID,,0,1,0,0,262,10,0,9.5,9838,357,22%,,10,2,5,,,0.36,0.18,0.07,,3544,141,3403,0,129,22.1%,0,0%,,0,0,0,0,-209,-3,-118,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,9010
3,Twitch,Ruler,ADC,,0,2,0,0,246,12,1,8.9,10005,363,22.4%,,10,11,5,,,0.36,0.18,0.4,,2700,1690,32,978,98,16.8%,0,0%,,0,0,0,0,-918,-30,329,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,9010
4,Rakan,CoreJJ,SUPPORT,,0,3,0,0,51,0,0,1.9,7099,258,15.9%,,26,10,9,,,0.94,0.33,0.36,,1528,285,1243,0,55,9.5%,0,0%,,0,0,0,0,-551,22,-16,0,,,,,,,,,,,,,,,,Samsung Galaxy,LOSS,9010
5,Galio,LetMe,TOP,,1,0,7,Perfect KDA,206,1,0,7.5,9820,356,17.7%,,12,2,3,,,0.44,0.11,0.07,,7773,527,7246,0,282,17.6%,0.29,72.7%,,0,0,0,0,183,-12,0,0,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,9010
6,Jarvan IV,Mlxg,JUNGLE,,1,0,9,Perfect KDA,105,55,7,3.8,9647,350,17.4%,,23,14,6,,,0.83,0.22,0.51,,6038,5001,829,208,219,13.7%,0.36,90.9%,,0,0,0,0,593,-26,-254,-1,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,9010
7,Syndra,xiaohu,MID,,3,0,6,Perfect KDA,295,4,1,10.7,12589,457,22.7%,,11,9,9,,,0.4,0.33,0.33,,11547,433,11024,90,419,26.2%,0.33,81.8%,,1,0,0,0,209,3,118,0,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,9010
8,Tristana,Uzi,ADC,,6,0,4,Perfect KDA,301,16,0,10.9,13801,501,24.9%,,12,9,3,,,0.44,0.11,0.33,,16764,13249,3203,312,608,38.1%,0.36,90.9%,,0,1,0,0,918,30,-329,0,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,9010
9,Janna,Ming,SUPPORT,,0,0,11,Perfect KDA,8,0,0,0.3,9533,346,17.2%,,35,8,10,,,1.27,0.36,0.29,,1918,983,935,0,70,4.4%,0.4,100%,,0,0,0,0,551,-22,16,0,,,,,,,,,,,,,,,,Royal Never Give Up,WIN ,9010
0,Trundle,Expect,TOP,,1,0,6,Perfect KDA,319,8,4,10,14085,439,21.8%,,19,9,5,,,0.59,0.16,0.28,,11086,7203,3883,0,346,17.3%,0.22,87.5%,,0,0,0,0,1342,12,749,1,,,,,,,,,,,,,,,,G2 Esports,WIN,9009
1,Gragas,Trick,JUNGLE,,0,0,5,Perfect KDA,147,94,3,4.6,10341,323,16%,,28,9,7,,,0.87,0.22,0.28,,7861,209,7634,18,245,12.3%,0.16,62.5%,,0,0,0,0,-77,6,129,0,,,,,,,,,,,,,,,,G2 Esports,WIN,9009
2,Ryze,Perkz,MID,,1,0,4,Perfect KDA,361,4,8,11.3,14174,442,22%,,20,8,9,,,0.62,0.28,0.25,,19848,410,19438,0,619,31.1%,0.16,62.5%,,0,0,0,0,583,12,621,0,,,,,,,,,,,,,,,,G2 Esports,WIN,9009
3,Tristana,Zven,ADC,,4,0,3,Perfect KDA,340,2,2,10.6,15156,473,23.5%,,16,15,5,,,0.5,0.16,0.47,,23198,14971,7557,670,724,36.3%,0.22,87.5%,,1,0,0,0,841,21,417,1,,,,,,,,,,,,,,,,G2 Esports,WIN,9009
4,Lulu,Mithy,SUPPORT,,2,0,5,Perfect KDA,14,0,0,0.4,10707,334,16.6%,,36,8,10,,,1.12,0.31,0.25,,1920,535,1380,5,60,3%,0.22,87.5%,,0,0,0,0,230,-17,306,0,,,,,,,,,,,,,,,,G2 Esports,WIN,9009
5,Cho,Thaldrin,TOP,,0,3,0,0,287,5,0,9,10309,322,21.1%,,18,2,4,,,0.56,0.12,0.06,,7957,1962,5989,6,248,24.2%,0,0%,,0,0,0,0,-1342,-12,-749,-1,,,,,,,,,,,,,,,,1907 Fenerbahce,LOSS ,9009
6,Sejuani,Crash,JUNGLE,,0,3,0,0,136,75,1,4.2,8590,268,17.6%,,31,20,11,,,0.97,0.34,0.62,,3100,1805,1263,32,97,9.4%,0,0%,,0,0,0,0,77,-6,-129,0,,,,,,,,,,,,,,,,1907 Fenerbahce,LOSS ,9009
7,Cassiopeia,Frozen,MID,,0,0,0,Perfect KDA,301,3,0,9.4,10669,333,21.9%,,16,5,7,,,0.5,0.22,0.16,,10491,48,10333,110,327,31.9%,0,0%,,0,0,0,0,-583,-12,-621,0,,,,,,,,,,,,,,,,1907 Fenerbahce,LOSS ,9009
8,Kog,padden,ADC,,0,1,0,0,324,20,0,10.1,11650,363,23.9%,,8,5,1,,,0.25,0.03,0.16,,9797,3963,5262,572,306,29.8%,0,0%,,0,0,0,0,-841,-21,-417,-1,,,,,,,,,,,,,,,,1907 Fenerbahce,LOSS ,9009
9,Janna,Japone,SUPPORT,,0,1,0,0,44,0,0,1.4,7596,237,15.6%,,37,9,9,,,1.15,0.28,0.28,,1567,291,658,618,49,4.8%,0,0%,,0,0,0,0,-230,17,-306,0,,,,,,,,,,,,,,,,1907 Fenerbahce,LOSS ,9009
0,Cho,MMD,TOP,,0,3,0,0,302,4,0,6.5,13200,282,17.4%,,26,8,4,,,0.56,0.09,0.17,,10909,1441,7457,2011,233,13.1%,0,0%,,0,0,0,0,-374,-12,-70,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9008
1,Gragas,Karsa,JUNGLE,,0,4,0,0,203,88,1,4.3,13228,283,17.4%,,60,18,21,,,1.28,0.45,0.38,,7121,221,6710,190,152,8.6%,0,0%,,0,0,0,0,-370,1,-415,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9008
2,Corki,Maple,MID,,0,2,0,0,464,15,3,9.9,18132,388,23.9%,,29,9,8,,,0.62,0.17,0.19,,30413,1885,27488,1040,650,36.6%,0,0%,,0,0,0,0,-243,2,-525,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9008
3,Jinx,Betty,ADC,,0,2,0,0,533,22,0,11.4,19312,413,25.5%,,14,20,5,,,0.3,0.11,0.43,,31268,26364,4261,643,668,37.6%,0,0%,,0,0,0,0,325,17,21,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9008
4,Lulu,SwordArt,SUPPORT,,0,1,0,0,10,0,0,0.2,11986,256,15.8%,,43,8,14,,,0.92,0.3,0.17,,3340,591,2563,186,71,4%,0,0%,,0,0,0,0,-403,-2,125,0,,,,,,,,,,,,,,,,Flash Wolves,LOSS,9008
5,Trundle,Alphari,TOP,,1,0,9,Perfect KDA,493,1,5,10.5,20882,446,22.2%,,28,11,4,,,0.6,0.09,0.24,,16832,10424,6193,215,360,19.4%,0.21,83.3%,,0,0,0,0,374,12,70,0,,,,,,,,,,,,,,,,Misfits,WIN ,9008
6,Sejuani,Maxlore,JUNGLE,,2,0,7,Perfect KDA,210,108,12,4.5,16420,351,17.4%,,54,13,19,,,1.15,0.41,0.28,,10742,3778,6487,477,230,12.4%,0.19,75%,,0,0,0,0,370,-1,415,0,,,,,,,,,,,,,,,,Misfits,WIN ,9008
7,Orianna,PowerOfEvil,MID,,4,0,7,Perfect KDA,449,23,10,9.6,20552,439,21.8%,,18,11,7,,,0.38,0.15,0.24,,25695,1216,23822,657,549,29.6%,0.24,91.7%,,0,0,0,0,243,-2,525,0,,,,,,,,,,,,,,,,Misfits,WIN ,9008
8,Kog,Hans sama,ADC,,5,0,5,Perfect KDA,437,6,5,9.3,20778,444,22%,,11,22,6,,,0.24,0.13,0.47,,31606,9759,21079,768,676,36.4%,0.21,83.3%,,0,0,0,0,-325,-17,-21,0,,,,,,,,,,,,,,,,Misfits,WIN ,9008
9,Janna,IgNar,SUPPORT,,0,0,10,Perfect KDA,18,0,0,0.4,15613,334,16.6%,,66,17,21,,,1.41,0.45,0.36,,1837,87,1750,0,39,2.1%,0.21,83.3%,,0,0,0,0,403,2,-125,0,,,,,,,,,,,,,,,,Misfits,WIN ,9008
0,Cho,Hauntzer,TOP,,1,1,3,4,316,2,2,9.2,14089,411,21.6%,,21,3,5,,,0.61,0.15,0.09,,11297,1298,8588,1411,329,20.5%,0.12,50%,,0,0,0,0,424,8,440,1,,,,,,,,,,,,,,,,Team SoloMid,WIN,9007
1,Gragas,Svenskeren,JUNGLE,,0,2,7,3.5,138,86,8,4,10851,316,16.7%,,37,6,7,,,1.08,0.2,0.17,,6070,621,5307,142,177,11%,0.2,87.5%,,0,0,0,0,253,11,-58,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,9007
2,Corki,Bjergsen,MID,,4,0,4,Perfect KDA,357,9,6,10.4,15847,462,24.3%,,15,9,4,,,0.44,0.12,0.26,,22766,1809,20704,253,664,41.3%,0.23,100%,1,1,0,0,0,18,3,-182,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,9007
3,Tristana,Doublelift,ADC,,3,0,3,Perfect KDA,337,4,2,9.8,14570,425,22.4%,,20,17,8,,,0.58,0.23,0.5,,11362,8781,2259,322,331,20.6%,0.17,75%,,0,1,0,0,127,6,365,0,,,,,,,,,,,,,,,,Team SoloMid,WIN,9007
